Key,period,Source_Country_code,destination_Country_code,Currency_Code,Fact_Type,Fact,Source
2016_2Q-USA-CRI-USD,2016_2Q,USA,CRI,USD,Average total cost % of sending the equivialent of $200 USD,6.333333333,World Bank
2016_2Q-USA-CUB-USD,2016_2Q,USA,CUB,USD,Average total cost % of sending the equivialent of $200 USD,8,World Bank
2016_2Q-USA-DOM-USD,2016_2Q,USA,DOM,USD,Average total cost % of sending the equivialent of $200 USD,8.272727273,World Bank
2016_2Q-USA-ECU-USD,2016_2Q,USA,ECU,USD,Average total cost % of sending the equivialent of $200 USD,3.470588235,World Bank
2016_2Q-USA-EGY-USD,2016_2Q,USA,EGY,USD,Average total cost % of sending the equivialent of $200 USD,6.285714286,World Bank
2016_2Q-USA-ERI-USD,2016_2Q,USA,ERI,USD,Average total cost % of sending the equivialent of $200 USD,4.666666667,World Bank
2016_2Q-USA-ETH-USD,2016_2Q,USA,ETH,USD,Average total cost % of sending the equivialent of $200 USD,5.7,World Bank
2016_2Q-USA-GHA-USD,2016_2Q,USA,GHA,USD,Average total cost % of sending the equivialent of $200 USD,5.857142857,World Bank
2016_2Q-USA-GTM-USD,2016_2Q,USA,GTM,USD,Average total cost % of sending the equivialent of $200 USD,5.357142857,World Bank
2016_2Q-USA-GUY-USD,2016_2Q,USA,GUY,USD,Average total cost % of sending the equivialent of $200 USD,8.6,World Bank
2016_2Q-USA-HND-USD,2016_2Q,USA,HND,USD,Average total cost % of sending the equivialent of $200 USD,4.111111111,World Bank
2016_2Q-USA-HTI-USD,2016_2Q,USA,HTI,USD,Average total cost % of sending the equivialent of $200 USD,5.7,World Bank
2016_2Q-USA-IDN-USD,2016_2Q,USA,IDN,USD,Average total cost % of sending the equivialent of $200 USD,8.444444444,World Bank
2016_2Q-USA-IND-USD,2016_2Q,USA,IND,USD,Average total cost % of sending the equivialent of $200 USD,3.15,World Bank
2016_2Q-USA-JAM-USD,2016_2Q,USA,JAM,USD,Average total cost % of sending the equivialent of $200 USD,6.846153846,World Bank
2016_2Q-USA-JOR-USD,2016_2Q,USA,JOR,USD,Average total cost % of sending the equivialent of $200 USD,7.857142857,World Bank
2016_2Q-USA-KEN-USD,2016_2Q,USA,KEN,USD,Average total cost % of sending the equivialent of $200 USD,7.538461538,World Bank
2016_2Q-USA-LBN-USD,2016_2Q,USA,LBN,USD,Average total cost % of sending the equivialent of $200 USD,12.5,World Bank
2016_2Q-USA-LBR-USD,2016_2Q,USA,LBR,USD,Average total cost % of sending the equivialent of $200 USD,5.428571429,World Bank
2016_2Q-USA-MEX-USD,2016_2Q,USA,MEX,USD,Average total cost % of sending the equivialent of $200 USD,5,World Bank
2016_2Q-USA-NGA-USD,2016_2Q,USA,NGA,USD,Average total cost % of sending the equivialent of $200 USD,4.428571429,World Bank
2016_2Q-USA-NIC-USD,2016_2Q,USA,NIC,USD,Average total cost % of sending the equivialent of $200 USD,5.153846154,World Bank
2016_2Q-USA-NPL-USD,2016_2Q,USA,NPL,USD,Average total cost % of sending the equivialent of $200 USD,5.090909091,World Bank
2016_2Q-USA-PAK-USD,2016_2Q,USA,PAK,USD,Average total cost % of sending the equivialent of $200 USD,4.7,World Bank
2016_2Q-USA-PAN-USD,2016_2Q,USA,PAN,USD,Average total cost % of sending the equivialent of $200 USD,5.1,World Bank
2016_2Q-USA-PER-USD,2016_2Q,USA,PER,USD,Average total cost % of sending the equivialent of $200 USD,5.266666667,World Bank
2016_2Q-USA-PHL-USD,2016_2Q,USA,PHL,USD,Average total cost % of sending the equivialent of $200 USD,5.775,World Bank
2016_2Q-USA-SLV-USD,2016_2Q,USA,SLV,USD,Average total cost % of sending the equivialent of $200 USD,4.391304348,World Bank
2016_2Q-USA-SOM-USD,2016_2Q,USA,SOM,USD,Average total cost % of sending the equivialent of $200 USD,5.5,World Bank
2016_2Q-USA-SSD-USD,2016_2Q,USA,SSD,USD,Average total cost % of sending the equivialent of $200 USD,5,World Bank
2016_2Q-USA-THA-USD,2016_2Q,USA,THA,USD,Average total cost % of sending the equivialent of $200 USD,11.4,World Bank
2016_2Q-USA-UKR-USD,2016_2Q,USA,UKR,USD,Average total cost % of sending the equivialent of $200 USD,4.8,World Bank
2016_2Q-USA-VNM-USD,2016_2Q,USA,VNM,USD,Average total cost % of sending the equivialent of $200 USD,5.555555556,World Bank
2016_2Q-USA-YEM-USD,2016_2Q,USA,YEM,USD,Average total cost % of sending the equivialent of $200 USD,6.25,World Bank
2016_2Q-USA-ZAF-USD,2016_2Q,USA,ZAF,USD,Average total cost % of sending the equivialent of $200 USD,10.5,World Bank
2016_2Q-ZAF-AGO-ZAR,2016_2Q,ZAF,AGO,ZAR,Average total cost % of sending the equivialent of $200 USD,16.5,World Bank
2016_2Q-ZAF-BWA-ZAR,2016_2Q,ZAF,BWA,ZAR,Average total cost % of sending the equivialent of $200 USD,17,World Bank
2016_2Q-ZAF-CHN-ZAR,2016_2Q,ZAF,CHN,ZAR,Average total cost % of sending the equivialent of $200 USD,21.375,World Bank
2016_2Q-ZAF-IND-ZAR,2016_2Q,ZAF,IND,ZAR,Average total cost % of sending the equivialent of $200 USD,11.8,World Bank
2016_2Q-ZAF-KEN-ZAR,2016_2Q,ZAF,KEN,ZAR,Average total cost % of sending the equivialent of $200 USD,14.66666667,World Bank
2016_2Q-ZAF-LSO-ZAR,2016_2Q,ZAF,LSO,ZAR,Average total cost % of sending the equivialent of $200 USD,16,World Bank
2016_2Q-ZAF-MOZ-ZAR,2016_2Q,ZAF,MOZ,ZAR,Average total cost % of sending the equivialent of $200 USD,18,World Bank
2016_2Q-ZAF-MWI-ZAR,2016_2Q,ZAF,MWI,ZAR,Average total cost % of sending the equivialent of $200 USD,17.1,World Bank
2016_2Q-ZAF-NGA-ZAR,2016_2Q,ZAF,NGA,ZAR,Average total cost % of sending the equivialent of $200 USD,20.77777778,World Bank
2016_2Q-ZAF-SWZ-ZAR,2016_2Q,ZAF,SWZ,ZAR,Average total cost % of sending the equivialent of $200 USD,16,World Bank
2016_2Q-ZAF-TZA-ZAR,2016_2Q,ZAF,TZA,ZAR,Average total cost % of sending the equivialent of $200 USD,18.25,World Bank
2016_2Q-ZAF-ZMB-ZAR,2016_2Q,ZAF,ZMB,ZAR,Average total cost % of sending the equivialent of $200 USD,17.6,World Bank
2016_2Q-ZAF-ZWE-ZAR,2016_2Q,ZAF,ZWE,ZAR,Average total cost % of sending the equivialent of $200 USD,12.61538462,World Bank
2016_3Q-AGO-NAM-AOA,2016_3Q,AGO,NAM,AOA,Average total cost % of sending the equivialent of $200 USD,19.5,World Bank
2016_3Q-ARE-BGD-AED,2016_3Q,ARE,BGD,AED,Average total cost % of sending the equivialent of $200 USD,3,World Bank
2016_3Q-ARE-EGY-AED,2016_3Q,ARE,EGY,AED,Average total cost % of sending the equivialent of $200 USD,3.6,World Bank
2016_3Q-ARE-IDN-AED,2016_3Q,ARE,IDN,AED,Average total cost % of sending the equivialent of $200 USD,6.142857143,World Bank
2016_3Q-ARE-IND-AED,2016_3Q,ARE,IND,AED,Average total cost % of sending the equivialent of $200 USD,2.857142857,World Bank
2016_3Q-ARE-JOR-AED,2016_3Q,ARE,JOR,AED,Average total cost % of sending the equivialent of $200 USD,5.285714286,World Bank
2016_3Q-ARE-LKA-AED,2016_3Q,ARE,LKA,AED,Average total cost % of sending the equivialent of $200 USD,3,World Bank
2016_3Q-ARE-NPL-AED,2016_3Q,ARE,NPL,AED,Average total cost % of sending the equivialent of $200 USD,3.733333333,World Bank
2016_3Q-ARE-PAK-AED,2016_3Q,ARE,PAK,AED,Average total cost % of sending the equivialent of $200 USD,3.25,World Bank
2016_3Q-ARE-PHL-AED,2016_3Q,ARE,PHL,AED,Average total cost % of sending the equivialent of $200 USD,3.529411765,World Bank
