Key,period,Source_Country_code,destination_Country_code,Currency_Code,Fact_Type,Fact,Source
2017_4Q-USA-VNM-USD,2017_4Q,USA,VNM,USD,Average total cost % of sending the equivialent of $200 USD,4.8125,World Bank
2017_4Q-USA-YEM-USD,2017_4Q,USA,YEM,USD,Average total cost % of sending the equivialent of $200 USD,6.666666667,World Bank
2017_4Q-USA-ZAF-USD,2017_4Q,USA,ZAF,USD,Average total cost % of sending the equivialent of $200 USD,7,World Bank
2017_4Q-ZAF-AGO-ZAR,2017_4Q,ZAF,AGO,ZAR,Average total cost % of sending the equivialent of $200 USD,18.71428571,World Bank
2017_4Q-ZAF-BWA-ZAR,2017_4Q,ZAF,BWA,ZAR,Average total cost % of sending the equivialent of $200 USD,18.3,World Bank
2017_4Q-ZAF-CHN-ZAR,2017_4Q,ZAF,CHN,ZAR,Average total cost % of sending the equivialent of $200 USD,19.4,World Bank
2017_4Q-ZAF-IND-ZAR,2017_4Q,ZAF,IND,ZAR,Average total cost % of sending the equivialent of $200 USD,11.66666667,World Bank
2017_4Q-ZAF-KEN-ZAR,2017_4Q,ZAF,KEN,ZAR,Average total cost % of sending the equivialent of $200 USD,13.42857143,World Bank
2017_4Q-ZAF-LSO-ZAR,2017_4Q,ZAF,LSO,ZAR,Average total cost % of sending the equivialent of $200 USD,15.875,World Bank
2017_4Q-ZAF-MOZ-ZAR,2017_4Q,ZAF,MOZ,ZAR,Average total cost % of sending the equivialent of $200 USD,17,World Bank
2017_4Q-ZAF-MWI-ZAR,2017_4Q,ZAF,MWI,ZAR,Average total cost % of sending the equivialent of $200 USD,15.66666667,World Bank
2017_4Q-ZAF-NGA-ZAR,2017_4Q,ZAF,NGA,ZAR,Average total cost % of sending the equivialent of $200 USD,15,World Bank
2017_4Q-ZAF-SWZ-ZAR,2017_4Q,ZAF,SWZ,ZAR,Average total cost % of sending the equivialent of $200 USD,16.71428571,World Bank
2017_4Q-ZAF-TZA-ZAR,2017_4Q,ZAF,TZA,ZAR,Average total cost % of sending the equivialent of $200 USD,17.25,World Bank
2017_4Q-ZAF-ZMB-ZAR,2017_4Q,ZAF,ZMB,ZAR,Average total cost % of sending the equivialent of $200 USD,18.3,World Bank
2017_4Q-ZAF-ZWE-ZAR,2017_4Q,ZAF,ZWE,ZAR,Average total cost % of sending the equivialent of $200 USD,13.28571429,World Bank
2018_1Q-AGO-NAM-AOA,2018_1Q,AGO,NAM,AOA,Average total cost % of sending the equivialent of $200 USD,19.33333333,World Bank
2018_1Q-ARE-BGD-AED,2018_1Q,ARE,BGD,AED,Average total cost % of sending the equivialent of $200 USD,2,World Bank
2018_1Q-ARE-EGY-AED,2018_1Q,ARE,EGY,AED,Average total cost % of sending the equivialent of $200 USD,4,World Bank
2018_1Q-ARE-IDN-AED,2018_1Q,ARE,IDN,AED,Average total cost % of sending the equivialent of $200 USD,6.714285714,World Bank
2018_1Q-ARE-IND-AED,2018_1Q,ARE,IND,AED,Average total cost % of sending the equivialent of $200 USD,3.266666667,World Bank
2018_1Q-ARE-JOR-AED,2018_1Q,ARE,JOR,AED,Average total cost % of sending the equivialent of $200 USD,6.166666667,World Bank
2018_1Q-ARE-LKA-AED,2018_1Q,ARE,LKA,AED,Average total cost % of sending the equivialent of $200 USD,3.764705882,World Bank
2018_1Q-ARE-NPL-AED,2018_1Q,ARE,NPL,AED,Average total cost % of sending the equivialent of $200 USD,4.466666667,World Bank
2018_1Q-ARE-PAK-AED,2018_1Q,ARE,PAK,AED,Average total cost % of sending the equivialent of $200 USD,3.833333333,World Bank
2018_1Q-ARE-PHL-AED,2018_1Q,ARE,PHL,AED,Average total cost % of sending the equivialent of $200 USD,3.941176471,World Bank
2018_1Q-ARE-SDN-AED,2018_1Q,ARE,SDN,AED,Average total cost % of sending the equivialent of $200 USD,6,World Bank
2018_1Q-ARE-SSD-AED,2018_1Q,ARE,SSD,AED,Average total cost % of sending the equivialent of $200 USD,6,World Bank
2018_1Q-ARE-YEM-AED,2018_1Q,ARE,YEM,AED,Average total cost % of sending the equivialent of $200 USD,5.5,World Bank
2018_1Q-AUS-CHN-AUD,2018_1Q,AUS,CHN,AUD,Average total cost % of sending the equivialent of $200 USD,5.846153846,World Bank
2018_1Q-AUS-FJI-AUD,2018_1Q,AUS,FJI,AUD,Average total cost % of sending the equivialent of $200 USD,8.473684211,World Bank
2018_1Q-AUS-IDN-AUD,2018_1Q,AUS,IDN,AUD,Average total cost % of sending the equivialent of $200 USD,6.833333333,World Bank
2018_1Q-AUS-IND-AUD,2018_1Q,AUS,IND,AUD,Average total cost % of sending the equivialent of $200 USD,5.184210526,World Bank
2018_1Q-AUS-LBN-AUD,2018_1Q,AUS,LBN,AUD,Average total cost % of sending the equivialent of $200 USD,12.31034483,World Bank
2018_1Q-AUS-LKA-AUD,2018_1Q,AUS,LKA,AUD,Average total cost % of sending the equivialent of $200 USD,6.904761905,World Bank
2018_1Q-AUS-MYS-AUD,2018_1Q,AUS,MYS,AUD,Average total cost % of sending the equivialent of $200 USD,11.64285714,World Bank
2018_1Q-AUS-PAK-AUD,2018_1Q,AUS,PAK,AUD,Average total cost % of sending the equivialent of $200 USD,6.529411765,World Bank
2018_1Q-AUS-PHL-AUD,2018_1Q,AUS,PHL,AUD,Average total cost % of sending the equivialent of $200 USD,5.916666667,World Bank
2018_1Q-AUS-SOM-AUD,2018_1Q,AUS,SOM,AUD,Average total cost % of sending the equivialent of $200 USD,11,World Bank
2018_1Q-AUS-THA-AUD,2018_1Q,AUS,THA,AUD,Average total cost % of sending the equivialent of $200 USD,10.6,World Bank
2018_1Q-AUS-TON-AUD,2018_1Q,AUS,TON,AUD,Average total cost % of sending the equivialent of $200 USD,6.944444444,World Bank
2018_1Q-AUS-VNM-AUD,2018_1Q,AUS,VNM,AUD,Average total cost % of sending the equivialent of $200 USD,8.173913043,World Bank
2018_1Q-AUS-VUT-AUD,2018_1Q,AUS,VUT,AUD,Average total cost % of sending the equivialent of $200 USD,12.21428571,World Bank
2018_1Q-AUS-WSM-AUD,2018_1Q,AUS,WSM,AUD,Average total cost % of sending the equivialent of $200 USD,10.11764706,World Bank
2018_1Q-AUS-ZWE-AUD,2018_1Q,AUS,ZWE,AUD,Average total cost % of sending the equivialent of $200 USD,10.3,World Bank
2018_1Q-AUT-BIH-EUR,2018_1Q,AUT,BIH,EUR,Average total cost % of sending the equivialent of $200 USD,6.714285714,World Bank
2018_1Q-AUT-HRV-EUR,2018_1Q,AUT,HRV,EUR,Average total cost % of sending the equivialent of $200 USD,6.727272727,World Bank
2018_1Q-AUT-HUN-EUR,2018_1Q,AUT,HUN,EUR,Average total cost % of sending the equivialent of $200 USD,7.4,World Bank
2018_1Q-AUT-KSV-EUR,2018_1Q,AUT,KSV,EUR,Average total cost % of sending the equivialent of $200 USD,7.5,World Bank
2018_1Q-AUT-SRB-EUR,2018_1Q,AUT,SRB,EUR,Average total cost % of sending the equivialent of $200 USD,8.333333333,World Bank
2018_1Q-AUT-TUR-EUR,2018_1Q,AUT,TUR,EUR,Average total cost % of sending the equivialent of $200 USD,6.153846154,World Bank
2018_1Q-BEL-COD-EUR,2018_1Q,BEL,COD,EUR,Average total cost % of sending the equivialent of $200 USD,8.090909091,World Bank
2018_1Q-BEL-DZA-EUR,2018_1Q,BEL,DZA,EUR,Average total cost % of sending the equivialent of $200 USD,9.2,World Bank
2018_1Q-BEL-MAR-EUR,2018_1Q,BEL,MAR,EUR,Average total cost % of sending the equivialent of $200 USD,5.266666667,World Bank
2018_1Q-BEL-TUR-EUR,2018_1Q,BEL,TUR,EUR,Average total cost % of sending the equivialent of $200 USD,8.333333333,World Bank
2018_1Q-BHR-EGY-BHD,2018_1Q,BHR,EGY,BHD,Average total cost % of sending the equivialent of $200 USD,3.857142857,World Bank
2018_1Q-BHR-IND-BHD,2018_1Q,BHR,IND,BHD,Average total cost % of sending the equivialent of $200 USD,2.214285714,World Bank
2018_1Q-BHR-PAK-BHD,2018_1Q,BHR,PAK,BHD,Average total cost % of sending the equivialent of $200 USD,2.571428571,World Bank
2018_1Q-BRA-BOL-BRL,2018_1Q,BRA,BOL,BRL,Average total cost % of sending the equivialent of $200 USD,4.111111111,World Bank
2018_1Q-BRA-PER-BRL,2018_1Q,BRA,PER,BRL,Average total cost % of sending the equivialent of $200 USD,5.727272727,World Bank
2018_1Q-BRA-PRY-BRL,2018_1Q,BRA,PRY,BRL,Average total cost % of sending the equivialent of $200 USD,5.555555556,World Bank
2018_1Q-CAN-CHN-CAD,2018_1Q,CAN,CHN,CAD,Average total cost % of sending the equivialent of $200 USD,5.375,World Bank
2018_1Q-CAN-GHA-CAD,2018_1Q,CAN,GHA,CAD,Average total cost % of sending the equivialent of $200 USD,9.111111111,World Bank
2018_1Q-CAN-GUY-CAD,2018_1Q,CAN,GUY,CAD,Average total cost % of sending the equivialent of $200 USD,10.75,World Bank
2018_1Q-CAN-HTI-CAD,2018_1Q,CAN,HTI,CAD,Average total cost % of sending the equivialent of $200 USD,9,World Bank
2018_1Q-CAN-IND-CAD,2018_1Q,CAN,IND,CAD,Average total cost % of sending the equivialent of $200 USD,5.318181818,World Bank
2018_1Q-CAN-JAM-CAD,2018_1Q,CAN,JAM,CAD,Average total cost % of sending the equivialent of $200 USD,8.7,World Bank
2018_1Q-CAN-KEN-CAD,2018_1Q,CAN,KEN,CAD,Average total cost % of sending the equivialent of $200 USD,9.090909091,World Bank
2018_1Q-CAN-LBN-CAD,2018_1Q,CAN,LBN,CAD,Average total cost % of sending the equivialent of $200 USD,10.71428571,World Bank
2018_1Q-CAN-LKA-CAD,2018_1Q,CAN,LKA,CAD,Average total cost % of sending the equivialent of $200 USD,6.333333333,World Bank
2018_1Q-CAN-NGA-CAD,2018_1Q,CAN,NGA,CAD,Average total cost % of sending the equivialent of $200 USD,6.5,World Bank
2018_1Q-CAN-PAK-CAD,2018_1Q,CAN,PAK,CAD,Average total cost % of sending the equivialent of $200 USD,5.111111111,World Bank
2018_1Q-CAN-PHL-CAD,2018_1Q,CAN,PHL,CAD,Average total cost % of sending the equivialent of $200 USD,4.761904762,World Bank
2018_1Q-CAN-RWA-CAD,2018_1Q,CAN,RWA,CAD,Average total cost % of sending the equivialent of $200 USD,9.4,World Bank
2018_1Q-CAN-VNM-CAD,2018_1Q,CAN,VNM,CAD,Average total cost % of sending the equivialent of $200 USD,7.363636364,World Bank
2018_1Q-CAN-ZWE-CAD,2018_1Q,CAN,ZWE,CAD,Average total cost % of sending the equivialent of $200 USD,10.875,World Bank
2018_1Q-CHE-ALB-CHF,2018_1Q,CHE,ALB,CHF,Average total cost % of sending the equivialent of $200 USD,10.44444444,World Bank
2018_1Q-CHE-HUN-CHF,2018_1Q,CHE,HUN,CHF,Average total cost % of sending the equivialent of $200 USD,9.333333333,World Bank
2018_1Q-CHE-KSV-CHF,2018_1Q,CHE,KSV,CHF,Average total cost % of sending the equivialent of $200 USD,6.5,World Bank
2018_1Q-CHE-LKA-CHF,2018_1Q,CHE,LKA,CHF,Average total cost % of sending the equivialent of $200 USD,6.363636364,World Bank
2018_1Q-CHE-SRB-CHF,2018_1Q,CHE,SRB,CHF,Average total cost % of sending the equivialent of $200 USD,13,World Bank
2018_1Q-CHL-PER-CLP,2018_1Q,CHL,PER,CLP,Average total cost % of sending the equivialent of $200 USD,3.8,World Bank
2018_1Q-CIV-MLI-CFA,2018_1Q,CIV,MLI,CFA,Average total cost % of sending the equivialent of $200 USD,2.75,World Bank
2018_1Q-CMR-NGA-CFA,2018_1Q,CMR,NGA,CFA,Average total cost % of sending the equivialent of $200 USD,12,World Bank
2018_1Q-CRI-NIC-USD,2018_1Q,CRI,NIC,USD,Average total cost % of sending the equivialent of $200 USD,3.5,World Bank
2018_1Q-CZE-UKR-CZK,2018_1Q,CZE,UKR,CZK,Average total cost % of sending the equivialent of $200 USD,7.454545455,World Bank
2018_1Q-CZE-VNM-CZK,2018_1Q,CZE,VNM,CZK,Average total cost % of sending the equivialent of $200 USD,8.090909091,World Bank
2018_1Q-DEU-AFG-EUR,2018_1Q,DEU,AFG,EUR,Average total cost % of sending the equivialent of $200 USD,9.5,World Bank
2018_1Q-DEU-ALB-EUR,2018_1Q,DEU,ALB,EUR,Average total cost % of sending the equivialent of $200 USD,7.571428571,World Bank
2018_1Q-DEU-BGR-EUR,2018_1Q,DEU,BGR,EUR,Average total cost % of sending the equivialent of $200 USD,5.818181818,World Bank
2018_1Q-DEU-BIH-EUR,2018_1Q,DEU,BIH,EUR,Average total cost % of sending the equivialent of $200 USD,8.230769231,World Bank
2018_1Q-DEU-CHN-EUR,2018_1Q,DEU,CHN,EUR,Average total cost % of sending the equivialent of $200 USD,8.333333333,World Bank
2018_1Q-DEU-GHA-EUR,2018_1Q,DEU,GHA,EUR,Average total cost % of sending the equivialent of $200 USD,8.083333333,World Bank
2018_1Q-DEU-HRV-EUR,2018_1Q,DEU,HRV,EUR,Average total cost % of sending the equivialent of $200 USD,6.857142857,World Bank
2018_1Q-DEU-HUN-EUR,2018_1Q,DEU,HUN,EUR,Average total cost % of sending the equivialent of $200 USD,7.3,World Bank
2018_1Q-DEU-IND-EUR,2018_1Q,DEU,IND,EUR,Average total cost % of sending the equivialent of $200 USD,7.833333333,World Bank
2018_1Q-DEU-KGZ-EUR,2018_1Q,DEU,KGZ,EUR,Average total cost % of sending the equivialent of $200 USD,9.5,World Bank
2018_1Q-DEU-KSV-EUR,2018_1Q,DEU,KSV,EUR,Average total cost % of sending the equivialent of $200 USD,6.833333333,World Bank
2018_1Q-DEU-LBN-EUR,2018_1Q,DEU,LBN,EUR,Average total cost % of sending the equivialent of $200 USD,12.27272727,World Bank
2018_1Q-DEU-MAR-EUR,2018_1Q,DEU,MAR,EUR,Average total cost % of sending the equivialent of $200 USD,8.266666667,World Bank
2018_1Q-DEU-MDA-EUR,2018_1Q,DEU,MDA,EUR,Average total cost % of sending the equivialent of $200 USD,9.5,World Bank
2018_1Q-DEU-MKD-EUR,2018_1Q,DEU,MKD,EUR,Average total cost % of sending the equivialent of $200 USD,8.166666667,World Bank
2018_1Q-DEU-NGA-EUR,2018_1Q,DEU,NGA,EUR,Average total cost % of sending the equivialent of $200 USD,8,World Bank
2018_1Q-DEU-ROU-EUR,2018_1Q,DEU,ROU,EUR,Average total cost % of sending the equivialent of $200 USD,4.545454545,World Bank
2018_1Q-DEU-SRB-EUR,2018_1Q,DEU,SRB,EUR,Average total cost % of sending the equivialent of $200 USD,8.416666667,World Bank
2018_1Q-DEU-TGO-EUR,2018_1Q,DEU,TGO,EUR,Average total cost % of sending the equivialent of $200 USD,6.7,World Bank
2018_1Q-DEU-THA-EUR,2018_1Q,DEU,THA,EUR,Average total cost % of sending the equivialent of $200 USD,11,World Bank
2018_1Q-DEU-TJK-EUR,2018_1Q,DEU,TJK,EUR,Average total cost % of sending the equivialent of $200 USD,7,World Bank
2018_1Q-DEU-TUR-EUR,2018_1Q,DEU,TUR,EUR,Average total cost % of sending the equivialent of $200 USD,6.882352941,World Bank
2018_1Q-DEU-UKR-EUR,2018_1Q,DEU,UKR,EUR,Average total cost % of sending the equivialent of $200 USD,7.555555556,World Bank
2018_1Q-DEU-VNM-EUR,2018_1Q,DEU,VNM,EUR,Average total cost % of sending the equivialent of $200 USD,10.18181818,World Bank
2018_1Q-DOM-HTI-DOP,2018_1Q,DOM,HTI,DOP,Average total cost % of sending the equivialent of $200 USD,8.6,World Bank
2018_1Q-DOM-HTI-USD,2018_1Q,DOM,HTI,USD,Average total cost % of sending the equivialent of $200 USD,6.5,World Bank
2018_1Q-ESP-BGR-EUR,2018_1Q,ESP,BGR,EUR,Average total cost % of sending the equivialent of $200 USD,4.75,World Bank
2018_1Q-ESP-BOL-EUR,2018_1Q,ESP,BOL,EUR,Average total cost % of sending the equivialent of $200 USD,5.222222222,World Bank
2018_1Q-ESP-BRA-EUR,2018_1Q,ESP,BRA,EUR,Average total cost % of sending the equivialent of $200 USD,3.9,World Bank
2018_1Q-ESP-CHN-EUR,2018_1Q,ESP,CHN,EUR,Average total cost % of sending the equivialent of $200 USD,18.5,World Bank
2018_1Q-ESP-COL-EUR,2018_1Q,ESP,COL,EUR,Average total cost % of sending the equivialent of $200 USD,4.363636364,World Bank
2018_1Q-ESP-DOM-EUR,2018_1Q,ESP,DOM,EUR,Average total cost % of sending the equivialent of $200 USD,5.428571429,World Bank
2018_1Q-ESP-ECU-EUR,2018_1Q,ESP,ECU,EUR,Average total cost % of sending the equivialent of $200 USD,6.083333333,World Bank
2018_1Q-ESP-HND-EUR,2018_1Q,ESP,HND,EUR,Average total cost % of sending the equivialent of $200 USD,4.75,World Bank
2018_1Q-ESP-MAR-EUR,2018_1Q,ESP,MAR,EUR,Average total cost % of sending the equivialent of $200 USD,4.666666667,World Bank
2018_1Q-ESP-NGA-EUR,2018_1Q,ESP,NGA,EUR,Average total cost % of sending the equivialent of $200 USD,7.111111111,World Bank
2018_1Q-ESP-PER-EUR,2018_1Q,ESP,PER,EUR,Average total cost % of sending the equivialent of $200 USD,5.75,World Bank
2018_1Q-ESP-PHL-EUR,2018_1Q,ESP,PHL,EUR,Average total cost % of sending the equivialent of $200 USD,5,World Bank
2018_1Q-ESP-ROU-EUR,2018_1Q,ESP,ROU,EUR,Average total cost % of sending the equivialent of $200 USD,4.5,World Bank
2018_1Q-FRA-CHN-EUR,2018_1Q,FRA,CHN,EUR,Average total cost % of sending the equivialent of $200 USD,9.7,World Bank
2018_1Q-FRA-CIV-EUR,2018_1Q,FRA,CIV,EUR,Average total cost % of sending the equivialent of $200 USD,5.571428571,World Bank
2018_1Q-FRA-CMR-EUR,2018_1Q,FRA,CMR,EUR,Average total cost % of sending the equivialent of $200 USD,4.333333333,World Bank
2018_1Q-FRA-COM-EUR,2018_1Q,FRA,COM,EUR,Average total cost % of sending the equivialent of $200 USD,5,World Bank
2018_1Q-FRA-DZA-EUR,2018_1Q,FRA,DZA,EUR,Average total cost % of sending the equivialent of $200 USD,9.333333333,World Bank
2018_1Q-FRA-HTI-EUR,2018_1Q,FRA,HTI,EUR,Average total cost % of sending the equivialent of $200 USD,9.4,World Bank
2018_1Q-FRA-IND-EUR,2018_1Q,FRA,IND,EUR,Average total cost % of sending the equivialent of $200 USD,7.571428571,World Bank
2018_1Q-FRA-LBN-EUR,2018_1Q,FRA,LBN,EUR,Average total cost % of sending the equivialent of $200 USD,8,World Bank
2018_1Q-FRA-MAR-EUR,2018_1Q,FRA,MAR,EUR,Average total cost % of sending the equivialent of $200 USD,5.3,World Bank
2018_1Q-FRA-MDG-EUR,2018_1Q,FRA,MDG,EUR,Average total cost % of sending the equivialent of $200 USD,7.333333333,World Bank
2018_1Q-FRA-MLI-EUR,2018_1Q,FRA,MLI,EUR,Average total cost % of sending the equivialent of $200 USD,5.2,World Bank
2018_1Q-FRA-SEN-EUR,2018_1Q,FRA,SEN,EUR,Average total cost % of sending the equivialent of $200 USD,4.928571429,World Bank
2018_1Q-FRA-SRB-EUR,2018_1Q,FRA,SRB,EUR,Average total cost % of sending the equivialent of $200 USD,8.142857143,World Bank
2018_1Q-FRA-TGO-EUR,2018_1Q,FRA,TGO,EUR,Average total cost % of sending the equivialent of $200 USD,5.4,World Bank
2018_1Q-FRA-TUN-EUR,2018_1Q,FRA,TUN,EUR,Average total cost % of sending the equivialent of $200 USD,6.538461538,World Bank
2018_1Q-FRA-VNM-EUR,2018_1Q,FRA,VNM,EUR,Average total cost % of sending the equivialent of $200 USD,7.416666667,World Bank
2018_1Q-GBR-AFG-GBP,2018_1Q,GBR,AFG,GBP,Average total cost % of sending the equivialent of $200 USD,11.2,World Bank
2018_1Q-GBR-ALB-GBP,2018_1Q,GBR,ALB,GBP,Average total cost % of sending the equivialent of $200 USD,9.538461538,World Bank
2018_1Q-GBR-BGD-GBP,2018_1Q,GBR,BGD,GBP,Average total cost % of sending the equivialent of $200 USD,4.269230769,World Bank
2018_1Q-GBR-BGR-GBP,2018_1Q,GBR,BGR,GBP,Average total cost % of sending the equivialent of $200 USD,9.4375,World Bank
2018_1Q-GBR-BRA-GBP,2018_1Q,GBR,BRA,GBP,Average total cost % of sending the equivialent of $200 USD,5.8125,World Bank
2018_1Q-GBR-CHN-GBP,2018_1Q,GBR,CHN,GBP,Average total cost % of sending the equivialent of $200 USD,8.333333333,World Bank
2018_1Q-GBR-ERI-GBP,2018_1Q,GBR,ERI,GBP,Average total cost % of sending the equivialent of $200 USD,13.2,World Bank
2018_1Q-GBR-ETH-GBP,2018_1Q,GBR,ETH,GBP,Average total cost % of sending the equivialent of $200 USD,9.666666667,World Bank
2018_1Q-GBR-GHA-GBP,2018_1Q,GBR,GHA,GBP,Average total cost % of sending the equivialent of $200 USD,6.761904762,World Bank
2018_1Q-GBR-GMB-GBP,2018_1Q,GBR,GMB,GBP,Average total cost % of sending the equivialent of $200 USD,12.25,World Bank
2018_1Q-GBR-IND-GBP,2018_1Q,GBR,IND,GBP,Average total cost % of sending the equivialent of $200 USD,3.4375,World Bank
2018_1Q-GBR-JAM-GBP,2018_1Q,GBR,JAM,GBP,Average total cost % of sending the equivialent of $200 USD,7.833333333,World Bank
2018_1Q-GBR-KEN-GBP,2018_1Q,GBR,KEN,GBP,Average total cost % of sending the equivialent of $200 USD,5.363636364,World Bank
2018_1Q-GBR-LBN-GBP,2018_1Q,GBR,LBN,GBP,Average total cost % of sending the equivialent of $200 USD,13.57142857,World Bank
2018_1Q-GBR-LKA-GBP,2018_1Q,GBR,LKA,GBP,Average total cost % of sending the equivialent of $200 USD,5.35,World Bank
2018_1Q-GBR-LTU-GBP,2018_1Q,GBR,LTU,GBP,Average total cost % of sending the equivialent of $200 USD,6.588235294,World Bank
2018_1Q-GBR-NGA-GBP,2018_1Q,GBR,NGA,GBP,Average total cost % of sending the equivialent of $200 USD,6.0625,World Bank
2018_1Q-GBR-NPL-GBP,2018_1Q,GBR,NPL,GBP,Average total cost % of sending the equivialent of $200 USD,6.181818182,World Bank
2018_1Q-GBR-PAK-GBP,2018_1Q,GBR,PAK,GBP,Average total cost % of sending the equivialent of $200 USD,4.45,World Bank
2018_1Q-GBR-PHL-GBP,2018_1Q,GBR,PHL,GBP,Average total cost % of sending the equivialent of $200 USD,5.685714286,World Bank
2018_1Q-GBR-POL-GBP,2018_1Q,GBR,POL,GBP,Average total cost % of sending the equivialent of $200 USD,5.347826087,World Bank
2018_1Q-GBR-ROU-GBP,2018_1Q,GBR,ROU,GBP,Average total cost % of sending the equivialent of $200 USD,6.166666667,World Bank
2018_1Q-GBR-RWA-GBP,2018_1Q,GBR,RWA,GBP,Average total cost % of sending the equivialent of $200 USD,11.2,World Bank
2018_1Q-GBR-SLE-GBP,2018_1Q,GBR,SLE,GBP,Average total cost % of sending the equivialent of $200 USD,10.38461538,World Bank
2018_1Q-GBR-SOM-GBP,2018_1Q,GBR,SOM,GBP,Average total cost % of sending the equivialent of $200 USD,7,World Bank
2018_1Q-GBR-SSD-GBP,2018_1Q,GBR,SSD,GBP,Average total cost % of sending the equivialent of $200 USD,10.4,World Bank
2018_1Q-GBR-THA-GBP,2018_1Q,GBR,THA,GBP,Average total cost % of sending the equivialent of $200 USD,9.571428571,World Bank
2018_1Q-GBR-TZA-GBP,2018_1Q,GBR,TZA,GBP,Average total cost % of sending the equivialent of $200 USD,10.16666667,World Bank
2018_1Q-GBR-UGA-GBP,2018_1Q,GBR,UGA,GBP,Average total cost % of sending the equivialent of $200 USD,7.444444444,World Bank
2018_1Q-GBR-VNM-GBP,2018_1Q,GBR,VNM,GBP,Average total cost % of sending the equivialent of $200 USD,8.5,World Bank
2018_1Q-GBR-ZAF-GBP,2018_1Q,GBR,ZAF,GBP,Average total cost % of sending the equivialent of $200 USD,8.428571429,World Bank
2018_1Q-GBR-ZMB-GBP,2018_1Q,GBR,ZMB,GBP,Average total cost % of sending the equivialent of $200 USD,11.33333333,World Bank
2018_1Q-GBR-ZWE-GBP,2018_1Q,GBR,ZWE,GBP,Average total cost % of sending the equivialent of $200 USD,7.9,World Bank
2018_1Q-GHA-NGA-GHS,2018_1Q,GHA,NGA,GHS,Average total cost % of sending the equivialent of $200 USD,6.5,World Bank
2018_1Q-IND-BGD-INR,2018_1Q,IND,BGD,INR,Average total cost % of sending the equivialent of $200 USD,4.6,World Bank
2018_1Q-IND-LKA-INR,2018_1Q,IND,LKA,INR,Average total cost % of sending the equivialent of $200 USD,4.6,World Bank
2018_1Q-IND-NPL-INR,2018_1Q,IND,NPL,INR,Average total cost % of sending the equivialent of $200 USD,3.125,World Bank
2018_1Q-IND-PAK-INR,2018_1Q,IND,PAK,INR,Average total cost % of sending the equivialent of $200 USD,4.6,World Bank
2018_1Q-ISR-MAR-ILS,2018_1Q,ISR,MAR,ILS,Average total cost % of sending the equivialent of $200 USD,13.66666667,World Bank
2018_1Q-ITA-ALB-EUR,2018_1Q,ITA,ALB,EUR,Average total cost % of sending the equivialent of $200 USD,7.352941176,World Bank
2018_1Q-ITA-BRA-EUR,2018_1Q,ITA,BRA,EUR,Average total cost % of sending the equivialent of $200 USD,6.409090909,World Bank
2018_1Q-ITA-CHN-EUR,2018_1Q,ITA,CHN,EUR,Average total cost % of sending the equivialent of $200 USD,8.75,World Bank
2018_1Q-ITA-ECU-EUR,2018_1Q,ITA,ECU,EUR,Average total cost % of sending the equivialent of $200 USD,5.777777778,World Bank
2018_1Q-ITA-EGY-EUR,2018_1Q,ITA,EGY,EUR,Average total cost % of sending the equivialent of $200 USD,7.166666667,World Bank
2018_1Q-ITA-ETH-EUR,2018_1Q,ITA,ETH,EUR,Average total cost % of sending the equivialent of $200 USD,7.375,World Bank
2018_1Q-ITA-IND-EUR,2018_1Q,ITA,IND,EUR,Average total cost % of sending the equivialent of $200 USD,4.291666667,World Bank
2018_1Q-ITA-KSV-EUR,2018_1Q,ITA,KSV,EUR,Average total cost % of sending the equivialent of $200 USD,7.857142857,World Bank
2018_1Q-ITA-LKA-EUR,2018_1Q,ITA,LKA,EUR,Average total cost % of sending the equivialent of $200 USD,5.227272727,World Bank
2018_1Q-ITA-MAR-EUR,2018_1Q,ITA,MAR,EUR,Average total cost % of sending the equivialent of $200 USD,5.75,World Bank
2018_1Q-ITA-MDA-EUR,2018_1Q,ITA,MDA,EUR,Average total cost % of sending the equivialent of $200 USD,6.411764706,World Bank
2018_1Q-ITA-NGA-EUR,2018_1Q,ITA,NGA,EUR,Average total cost % of sending the equivialent of $200 USD,8.533333333,World Bank
2018_1Q-ITA-PHL-EUR,2018_1Q,ITA,PHL,EUR,Average total cost % of sending the equivialent of $200 USD,5.935483871,World Bank
2018_1Q-ITA-ROU-EUR,2018_1Q,ITA,ROU,EUR,Average total cost % of sending the equivialent of $200 USD,4.870967742,World Bank
2018_1Q-ITA-SEN-EUR,2018_1Q,ITA,SEN,EUR,Average total cost % of sending the equivialent of $200 USD,5.352941176,World Bank
2018_1Q-ITA-SRB-EUR,2018_1Q,ITA,SRB,EUR,Average total cost % of sending the equivialent of $200 USD,7.142857143,World Bank
2018_1Q-ITA-TUN-EUR,2018_1Q,ITA,TUN,EUR,Average total cost % of sending the equivialent of $200 USD,8.8,World Bank
2018_1Q-ITA-UKR-EUR,2018_1Q,ITA,UKR,EUR,Average total cost % of sending the equivialent of $200 USD,5.466666667,World Bank
2018_1Q-JOR-EGY-JOD,2018_1Q,JOR,EGY,JOD,Average total cost % of sending the equivialent of $200 USD,2.625,World Bank
2018_1Q-JOR-PSE-JOD,2018_1Q,JOR,PSE,JOD,Average total cost % of sending the equivialent of $200 USD,5.923076923,World Bank
2018_1Q-JOR-SYR-JOD,2018_1Q,JOR,SYR,JOD,Average total cost % of sending the equivialent of $200 USD,8.583333333,World Bank
